,Unnamed: 0,Locations,capacity_solar,cf_solar,reg_mult_solar,capacity_wind,cf_wind,reg_mult_wind,latitude,longitude,county,capacity_geo,cf_geo,state,reg_mult,trans_dist_orig,trans_dist,telecom_dist,water_price,location,clim_zone,state_id,total_capacity
102,49507,69308,4198.11,0.33,0.93,288.0,0.48,1.01,33.34,-102.04,Lynn,0.0,0.0,Texas,0.93,13.02,267.05,19.03,3.7857142857142856,48305,3B,48,4486.11
103,55048,78828,4226.71,0.3,0.9,312.0,0.49,0.97,30.96,-99.33,McCulloch,0.0,0.0,Texas,0.9,22.2,476.86,21.11,3.7857142857142856,48307,3B,48,4538.71
104,53913,76562,4128.19,0.29,0.89,288.0,0.5,0.96,31.6,-97.58,McLennan,125.19,0.99,Texas,0.89,50.82,473.81,11.44,3.7857142857142856,48309,2B,48,4541.379999999999
105,58159,89473,4217.11,0.3,0.88,300.0,0.46,0.96,28.18,-98.6,McMullen,576.74,0.99,Texas,0.88,91.95,703.84,26.93,3.7857142857142856,48311,2B,48,5093.849999999999
106,57770,86832,4089.55,0.28,0.87,270.0,0.39,0.94,28.91,-96.3,Matagorda,118.61,0.99,Texas,0.87,62.13,705.07,19.99,3.7857142857142856,48321,2B,48,4478.16
107,57801,87179,4195.01,0.3,0.9,282.0,0.35,0.97,28.73,-100.33,Maverick,307.24,0.99,Texas,0.9,114.93,642.92,16.64,3.7857142857142856,48323,2B,48,4784.25
108,55442,79608,4051.76,0.28,0.88,282.0,0.42,0.95,30.81,-96.81,Milam,318.96,0.99,Texas,0.88,62.84,555.71,19.18,3.7857142857142856,48331,2B,48,4652.72
109,53713,76174,4224.67,0.3,0.9,294.0,0.54,0.97,31.68,-98.6,Mills,0.0,0.0,Texas,0.9,114.21,437.16,13.96,3.7857142857142856,48333,5A,48,4518.67
110,48753,68201,4150.31,0.29,0.92,300.0,0.5,0.99,33.77,-97.76,Montague,3.06,0.99,Texas,0.92,17.74,321.54,4.63,3.7857142857142856,48337,3B,48,4453.370000000001
111,47928,67037,4242.43,0.32,0.94,318.0,0.54,1.02,33.98,-100.91,Motley,0.0,0.0,Texas,0.94,58.24,215.55,11.02,3.7857142857142856,48345,3B,48,4560.43
112,53549,75824,3875.92,0.27,0.89,264.0,0.39,0.96,31.8,-94.78,Nacogdoches,351.7,0.99,Texas,0.89,51.16,478.32,16.82,3.7857142857142856,48347,3B,48,4491.62
113,53535,75810,4107.48,0.28,0.89,282.0,0.46,0.96,31.8,-96.56,Navarro,235.21,0.99,Texas,0.89,58.7,498.52,15.97,3.7857142857142856,48349,3B,48,4624.69
114,52237,73499,4210.0,0.32,0.91,336.0,0.56,0.99,32.32,-100.54,Nolan,0.0,0.0,Texas,0.91,24.78,354.67,12.06,3.7857142857142856,48353,3B,48,4546.0
115,58400,91381,4095.74,0.3,0.88,270.0,0.46,0.95,27.7,-97.62,Nueces,102.25,0.99,Texas,0.88,84.29,758.64,14.55,3.7857142857142856,48355,2B,48,4467.99
116,41374,58680,4196.45,0.31,0.94,306.0,0.54,1.02,36.16,-100.66,Ochiltree,67.76,0.99,Texas,0.94,58.63,37.41,29.42,3.7857142857142856,48357,4B,48,4570.21
117,51292,71995,4202.44,0.3,0.91,288.0,0.5,0.98,32.77,-98.5,Palo Pinto,0.0,0.0,Texas,0.91,79.09,358.71,19.56,3.7857142857142856,48363,3B,48,4490.44
118,51782,72761,4169.81,0.29,0.91,282.0,0.49,0.98,32.59,-97.73,Parker,181.98,0.99,Texas,0.91,35.33,399.49,18.27,3.7857142857142856,48367,3B,48,4633.79
119,45903,64362,4198.72,0.33,0.94,306.0,0.51,1.02,34.58,-102.94,Parmer,0.0,0.0,Texas,0.94,86.4,181.67,22.63,3.7857142857142856,48369,4B,48,4504.72
120,54831,78422,4239.91,0.33,0.93,348.0,0.53,1.0,30.93,-102.6,Pecos,0.0,0.0,Texas,0.93,16.1,467.19,31.12,3.7857142857142856,48371,3B,48,4587.91
121,55380,79546,4243.55,0.34,0.93,264.0,0.27,1.01,30.5,-104.57,Presidio,630.9,0.99,Texas,0.93,106.1,534.08,16.49,3.7857142857142856,48377,3B,48,5138.45
122,51070,71636,3679.37,0.28,0.9,282.0,0.44,0.97,32.9,-95.8,Rains,214.16,0.99,Texas,0.9,43.57,431.74,4.07,3.7857142857142856,48379,3B,48,4175.53
123,45028,63231,4178.25,0.32,0.94,294.0,0.53,1.02,34.94,-101.78,Randall,0.0,0.0,Texas,0.94,89.19,133.23,17.54,3.7857142857142856,48381,4B,48,4472.25
124,54456,77669,4157.92,0.33,0.92,300.0,0.56,0.99,31.17,-101.74,Reagan,0.0,0.0,Texas,0.92,29.11,444.06,34.31,3.7857142857142856,48383,3B,48,4457.92
125,56573,82243,4231.66,0.3,0.9,312.0,0.55,0.97,30.05,-99.91,Real,0.0,0.0,Texas,0.9,88.28,541.77,35.61,3.7857142857142856,48385,2B,48,4543.66
126,49304,68983,3933.28,0.27,0.91,288.0,0.41,0.97,33.58,-94.88,Red River,193.22,0.99,Texas,0.91,66.31,349.59,11.58,3.7857142857142856,48387,3B,48,4414.500000000001
