Unnamed: 0,Locations,capacity_solar,cf_solar,reg_mult_solar,capacity_wind,cf_wind,reg_mult_wind,latitude,longitude,county,capacity_geo,cf_geo,state,reg_mult,trans_dist_orig,trans_dist,telecom_dist,water_price,FIPS,clim_zone,state_id
394,5354,348.23,0.2,1.02,0.0,0.0,1.04,47.72,-122.46,King,0.0,0.0,Washington,1.02,29.05,1741.79,2484.1,3.7857142857142856,48269,3B,48
395,5355,2981.35,0.2,1.02,0.0,0.0,1.04,47.74,-122.3,King,0.0,0.0,Washington,1.02,12.47,1734.62,2473.97,3.7857142857142856,48269,3B,48
396,5356,3447.09,0.19,1.02,66.0,0.25,1.04,47.77,-122.14,King,0.0,0.0,Washington,1.02,12.04,1727.43,2463.85,3.7857142857142856,48269,3B,48
462,5734,764.06,0.2,1.02,0.0,0.0,1.04,47.62,-122.41,King,0.0,0.0,Washington,1.02,6.35,1733.73,2473.28,3.7857142857142856,48269,3B,48
463,5735,2186.76,0.2,1.02,0.0,0.0,0.0,47.65,-122.26,King,0.0,0.0,Washington,1.02,7.18,1726.47,2463.05,3.7857142857142856,48269,3B,48
464,5736,3181.16,0.19,1.02,0.0,0.0,1.04,47.68,-122.1,King,0.0,0.0,Washington,1.02,17.82,1719.31,2452.99,3.7857142857142856,48269,3B,48
465,5737,3372.6,0.18,1.02,234.0,0.14,1.04,47.7,-121.94,King,0.0,0.0,Washington,1.02,25.58,1712.07,2442.85,3.7857142857142856,48269,3B,48
466,5738,1378.81,0.18,1.02,186.0,0.19,1.04,47.73,-121.79,King,2.16,0.99,Washington,1.02,30.56,1704.94,2432.88,3.7857142857142856,48269,3B,48
467,5739,416.62,0.18,1.02,114.0,0.28,1.04,47.76,-121.63,King,4.56,0.99,Washington,1.02,15.18,1697.79,2422.92,3.7857142857142856,48269,3B,48
539,6114,1907.67,0.2,1.02,36.0,0.3,1.04,47.53,-122.37,King,0.0,0.0,Washington,1.02,3.44,1725.71,2462.47,3.7857142857142856,48269,3B,48
540,6115,2041.65,0.2,1.02,0.0,0.0,1.04,47.56,-122.21,King,0.0,0.0,Washington,1.02,1.26,1718.41,2452.22,3.7857142857142856,48269,3B,48
541,6116,3099.82,0.19,1.02,132.0,0.27,1.04,47.58,-122.06,King,0.0,0.0,Washington,1.02,13.66,1711.22,2442.13,3.7857142857142856,48269,3B,48
542,6117,2306.37,0.18,1.02,252.0,0.16,1.04,47.61,-121.9,King,0.0,0.0,Washington,1.02,21.16,1703.95,2431.97,3.7857142857142856,48269,3B,48
543,6118,256.7,0.18,1.02,66.0,0.21,1.04,47.64,-121.74,King,2.28,0.99,Washington,1.02,27.94,1696.84,2422.06,3.7857142857142856,48269,3B,48
544,6119,513.95,0.18,1.02,120.0,0.24,1.04,47.66,-121.59,King,5.13,0.99,Washington,1.02,22.62,1689.65,2412.07,3.7857142857142856,48269,3B,48
545,6120,72.35,0.19,1.02,0.0,0.0,1.04,47.69,-121.43,King,1.74,0.99,Washington,1.02,18.56,1682.52,2402.18,3.7857142857142856,48269,3B,48
546,6121,154.65,0.2,1.02,54.0,0.23,1.04,47.71,-121.27,King,1.77,0.99,Washington,1.02,35.29,1675.36,2392.29,3.7857142857142856,48269,3B,48
629,6494,2040.28,0.2,1.02,36.0,0.3,1.04,47.44,-122.32,King,0.0,0.0,Washington,1.02,10.46,1717.66,2451.59,3.7857142857142856,48269,3B,48
630,6495,3209.42,0.19,1.02,54.0,0.27,1.04,47.46,-122.17,King,0.0,0.0,Washington,1.02,0.98,1710.38,2441.39,3.7857142857142856,48269,3B,48
631,6496,3213.32,0.19,1.02,276.0,0.3,1.04,47.49,-122.01,King,0.0,0.0,Washington,1.02,12.98,1703.15,2431.28,3.7857142857142856,48269,3B,48
632,6497,3012.31,0.18,1.02,264.0,0.26,1.04,47.52,-121.86,King,0.0,0.0,Washington,1.02,18.67,1695.85,2421.1,3.7857142857142856,48269,3B,48
633,6498,355.23,0.18,1.02,120.0,0.22,1.04,47.54,-121.7,King,0.47,0.99,Washington,1.02,26.25,1688.65,2411.08,3.7857142857142856,48269,3B,48
634,6499,312.41,0.18,1.02,60.0,0.32,1.04,47.57,-121.54,King,1.4,0.99,Washington,1.02,17.84,1681.55,2401.23,3.7857142857142856,48269,3B,48
635,6501,103.19,0.21,1.02,42.0,0.35,1.04,47.62,-121.23,King,0.0,0.0,Washington,1.02,14.96,1667.19,2381.4,3.7857142857142856,48269,3B,48
696,6567,3040.69,0.24,0.98,294.0,0.45,1.07,48.97,-110.61,Hill,1.92,0.99,Montana,0.98,116.89,1286.95,1689.59,3.7857142857142856,48217,6B,48
697,6568,2320.66,0.24,0.98,258.0,0.41,1.07,48.98,-110.44,Hill,120.57,0.99,Montana,0.98,119.81,1283.09,1681.41,3.7857142857142856,48217,6B,48
698,6569,1730.85,0.24,0.98,222.0,0.42,1.07,49.0,-110.28,Hill,12.81,0.99,Montana,0.98,122.78,1279.3,1673.34,3.7857142857142856,48217,6B,48
699,6570,437.37,0.24,0.98,156.0,0.41,1.07,49.01,-110.12,Hill,0.0,0.0,Montana,0.98,126.1,1275.5,1665.33,3.7857142857142856,48217,6B,48
700,6571,468.83,0.24,0.98,156.0,0.4,1.07,49.03,-109.95,Hill,0.0,0.0,Montana,0.98,129.37,1271.92,1657.63,3.7857142857142856,48217,6B,48
701,6572,20.79,0.24,0.98,60.0,0.42,1.07,49.04,-109.79,Hill,0.0,0.0,Montana,0.98,15.86,1268.31,1649.96,3.7857142857142856,48217,6B,48
724,6874,2760.51,0.2,1.02,0.0,0.0,1.04,47.34,-122.28,King,0.0,0.0,Washington,1.02,5.32,1709.69,2440.79,3.7857142857142856,48269,3B,48
725,6875,3420.19,0.19,1.02,90.0,0.24,1.04,47.37,-122.12,King,0.0,0.0,Washington,1.02,0.8,1702.33,2430.49,3.7857142857142856,48269,3B,48
726,6876,2700.07,0.18,1.02,252.0,0.23,1.04,47.4,-121.97,King,0.0,0.0,Washington,1.02,12.55,1695.12,2420.44,3.7857142857142856,48269,3B,48
727,6877,1139.03,0.18,1.02,198.0,0.32,1.04,47.42,-121.81,King,0.0,0.0,Washington,1.02,19.29,1687.85,2410.31,3.7857142857142856,48269,3B,48
728,6878,295.85,0.18,1.02,60.0,0.2,1.04,47.45,-121.66,King,0.98,0.99,Washington,1.02,11.69,1680.61,2400.27,3.7857142857142856,48269,3B,48
788,6946,4208.77,0.24,0.98,300.0,0.47,1.07,48.86,-110.75,Hill,0.0,0.0,Montana,0.98,106.77,1281.09,1687.37,3.7857142857142856,48217,6B,48
789,6947,4215.13,0.24,0.98,300.0,0.46,1.07,48.87,-110.58,Hill,66.11,0.99,Montana,0.98,109.72,1277.11,1679.0,3.7857142857142856,48217,6B,48
790,6948,4223.88,0.24,0.98,300.0,0.46,1.07,48.89,-110.42,Hill,156.55,0.99,Montana,0.98,112.65,1273.2,1670.73,3.7857142857142856,48217,6B,48
791,6949,4099.75,0.24,0.98,300.0,0.42,1.07,48.9,-110.26,Hill,37.32,0.99,Montana,0.98,115.72,1269.41,1662.68,3.7857142857142856,48217,6B,48
792,6950,3754.77,0.24,0.98,270.0,0.43,1.07,48.92,-110.09,Hill,0.0,0.0,Montana,0.98,118.81,1265.61,1654.7,3.7857142857142856,48217,6B,48
793,6951,3819.6,0.24,0.98,300.0,0.45,1.07,48.93,-109.93,Hill,22.62,0.99,Montana,0.98,123.06,1261.97,1646.92,3.7857142857142856,48217,6B,48
794,6952,3630.23,0.24,0.98,300.0,0.44,1.07,48.94,-109.76,Hill,213.55,0.99,Montana,0.98,127.76,1258.37,1639.26,3.7857142857142856,48217,6B,48
795,6953,3436.18,0.24,0.98,300.0,0.43,1.07,48.96,-109.6,Hill,223.45,0.99,Montana,0.98,131.28,1254.83,1631.73,3.7857142857142856,48217,6B,48
827,7255,3200.96,0.19,1.02,252.0,0.2,1.04,47.28,-122.08,King,0.0,0.0,Washington,1.02,6.33,1694.42,2419.76,3.7857142857142856,48269,3B,48
828,7256,3814.21,0.18,1.02,294.0,0.28,1.04,47.3,-121.92,King,0.0,0.0,Washington,1.02,2.97,1687.13,2409.6,3.7857142857142856,48269,3B,48
829,7257,1924.79,0.19,1.02,258.0,0.3,1.04,47.33,-121.77,King,1.39,0.99,Washington,1.02,10.05,1679.82,2399.45,3.7857142857142856,48269,3B,48
830,7258,174.59,0.19,1.02,60.0,0.32,1.04,47.35,-121.61,King,0.42,0.99,Washington,1.02,18.52,1672.55,2389.39,3.7857142857142856,48269,3B,48
897,7326,4225.94,0.24,0.98,336.0,0.48,1.07,48.76,-110.72,Hill,0.0,0.0,Montana,0.98,99.61,1271.28,1676.76,3.7857142857142856,48217,6B,48
898,7327,4198.26,0.24,0.98,294.0,0.47,1.07,48.78,-110.56,Hill,67.37,0.99,Montana,0.98,102.56,1267.28,1668.35,3.7857142857142856,48217,6B,48
899,7328,4215.27,0.24,0.98,300.0,0.46,1.07,48.79,-110.39,Hill,105.31,0.99,Montana,0.98,105.53,1263.36,1660.11,3.7857142857142856,48217,6B,48
900,7329,4070.63,0.24,0.98,300.0,0.44,1.07,48.8,-110.23,Hill,0.0,0.0,Montana,0.98,108.56,1259.54,1652.03,3.7857142857142856,48217,6B,48
901,7330,4097.58,0.24,0.98,276.0,0.42,1.07,48.82,-110.07,Hill,0.0,0.0,Montana,0.98,112.18,1255.72,1644.01,3.7857142857142856,48217,6B,48
902,7331,4170.25,0.24,0.98,288.0,0.48,1.07,48.83,-109.9,Hill,94.48,0.99,Montana,0.98,117.6,1252.08,1636.26,3.7857142857142856,48217,6B,48
903,7332,3957.59,0.24,0.98,294.0,0.45,1.07,48.85,-109.74,Hill,167.83,0.99,Montana,0.98,121.12,1248.45,1628.58,3.7857142857142856,48217,6B,48
904,7333,4184.31,0.24,0.98,294.0,0.44,1.07,48.86,-109.57,Hill,239.09,0.99,Montana,0.98,125.53,1244.88,1621.01,3.7857142857142856,48217,6B,48
946,7635,3041.16,0.19,1.02,258.0,0.21,1.04,47.18,-122.04,King,0.0,0.0,Washington,1.02,16.34,1686.49,2408.95,3.7857142857142856,48269,3B,48
947,7636,3787.38,0.19,1.02,300.0,0.28,1.04,47.21,-121.88,King,0.0,0.0,Washington,1.02,16.91,1679.16,2398.77,3.7857142857142856,48269,3B,48
948,7637,1948.84,0.19,1.02,276.0,0.33,1.04,47.23,-121.73,King,4.61,0.99,Washington,1.02,17.55,1671.87,2388.67,3.7857142857142856,48269,3B,48
949,7638,1009.56,0.2,1.02,252.0,0.34,1.04,47.26,-121.57,King,20.41,0.99,Washington,1.02,22.42,1664.57,2378.59,3.7857142857142856,48269,3B,48
950,7639,1663.44,0.21,1.02,270.0,0.42,1.04,47.29,-121.42,King,11.41,0.99,Washington,1.02,27.97,1657.37,2368.66,3.7857142857142856,48269,3B,48
1016,7706,4228.28,0.24,0.98,324.0,0.48,1.08,48.66,-110.7,Hill,0.0,0.0,Montana,0.98,92.45,1261.62,1666.31,3.7857142857142856,48217,6B,48
1017,7707,4220.53,0.24,0.98,294.0,0.48,1.08,48.68,-110.53,Hill,52.5,0.99,Montana,0.98,95.37,1257.59,1657.87,3.7857142857142856,48217,6B,48
1018,7708,4148.72,0.24,0.98,294.0,0.47,1.07,48.69,-110.37,Hill,41.84,0.99,Montana,0.98,98.5,1253.55,1649.5,3.7857142857142856,48217,6B,48
1019,7709,4137.83,0.24,0.98,288.0,0.45,1.07,48.71,-110.2,Hill,0.0,0.0,Montana,0.98,101.76,1249.7,1641.38,3.7857142857142856,48217,6B,48
1020,7710,3882.71,0.24,0.98,294.0,0.41,1.07,48.72,-110.04,Hill,0.0,0.0,Montana,0.98,107.18,1245.97,1633.49,3.7857142857142856,48217,6B,48
1021,7711,4223.12,0.24,0.98,294.0,0.46,1.07,48.74,-109.88,Hill,98.25,0.99,Montana,0.98,111.0,1242.21,1625.61,3.7857142857142856,48217,6B,48
1022,7712,4189.09,0.24,0.98,300.0,0.45,1.07,48.75,-109.71,Hill,193.95,0.99,Montana,0.98,115.37,1238.55,1617.89,3.7857142857142856,48217,6B,48
1023,7713,3649.01,0.24,0.98,288.0,0.46,1.07,48.76,-109.55,Hill,159.05,0.99,Montana,0.98,122.24,1234.98,1610.35,3.7857142857142856,48217,6B,48
1081,8018,1397.7,0.21,1.02,258.0,0.29,1.05,47.17,-121.53,King,2.2,0.99,Washington,1.02,27.78,1656.63,2367.79,3.7857142857142856,48269,3B,48
1082,8019,1255.89,0.21,1.02,240.0,0.42,1.05,47.19,-121.37,King,10.18,0.99,Washington,1.02,33.33,1649.39,2357.85,3.7857142857142856,48269,3B,48
1149,8086,4184.64,0.25,0.98,288.0,0.5,1.08,48.57,-110.67,Hill,0.0,0.0,Montana,0.98,85.24,1251.86,1655.71,3.7857142857142856,48217,6B,48
1150,8087,4112.6,0.25,0.98,324.0,0.48,1.08,48.58,-110.51,Hill,1.68,0.99,Montana,0.98,88.21,1247.83,1647.3,3.7857142857142856,48217,6B,48
1151,8088,4182.55,0.24,0.98,294.0,0.46,1.08,48.6,-110.34,Hill,0.44,0.99,Montana,0.98,91.45,1243.86,1638.99,3.7857142857142856,48217,6B,48
1152,8089,4185.93,0.24,0.98,306.0,0.45,1.07,48.61,-110.18,Hill,0.0,0.0,Montana,0.98,96.76,1239.91,1630.8,3.7857142857142856,48217,6B,48
1153,8090,3837.85,0.24,0.98,282.0,0.43,1.07,48.63,-110.02,Hill,0.0,0.0,Montana,0.98,99.17,1236.13,1622.82,3.7857142857142856,48217,6B,48
1154,8091,4203.64,0.24,0.98,306.0,0.43,1.07,48.64,-109.85,Hill,30.31,0.99,Montana,0.98,104.86,1232.37,1614.96,3.7857142857142856,48217,6B,48
1155,8092,4196.13,0.24,0.98,300.0,0.47,1.07,48.65,-109.69,Hill,127.81,0.99,Montana,0.98,111.33,1228.68,1607.22,3.7857142857142856,48217,6B,48
1156,8093,4202.65,0.24,0.98,300.0,0.47,1.07,48.67,-109.53,Hill,225.24,0.99,Montana,0.98,117.41,1225.08,1599.64,3.7857142857142856,48217,6B,48
1290,8466,4206.02,0.25,0.98,300.0,0.48,1.08,48.47,-110.65,Hill,0.0,0.0,Montana,0.98,78.08,1242.17,1645.18,3.7857142857142856,48217,6B,48
1291,8467,4196.76,0.25,0.98,312.0,0.47,1.08,48.48,-110.48,Hill,0.0,0.0,Montana,0.98,81.18,1238.1,1636.73,3.7857142857142856,48217,6B,48
1292,8468,4206.44,0.24,0.98,300.0,0.46,1.08,48.5,-110.32,Hill,0.0,0.0,Montana,0.98,85.78,1234.1,1628.39,3.7857142857142856,48217,6B,48
1293,8469,4186.4,0.24,0.98,294.0,0.44,1.08,48.52,-110.16,Hill,0.0,0.0,Montana,0.98,88.85,1230.22,1620.26,3.7857142857142856,48217,6B,48
1294,8470,4195.52,0.24,0.98,294.0,0.44,1.07,48.53,-109.99,Hill,0.0,0.0,Montana,0.98,94.57,1226.34,1612.21,3.7857142857142856,48217,6B,48
1295,8471,3923.39,0.24,0.98,288.0,0.42,1.07,48.54,-109.83,Hill,0.18,0.99,Montana,0.98,101.04,1222.52,1604.27,3.7857142857142856,48217,6B,48
1296,8472,3958.47,0.24,0.98,288.0,0.45,1.07,48.56,-109.67,Hill,115.13,0.99,Montana,0.98,107.12,1218.92,1596.64,3.7857142857142856,48217,6B,48
1444,8846,4224.57,0.25,0.98,288.0,0.44,1.08,48.37,-110.62,Hill,0.0,0.0,Montana,0.98,71.04,1232.55,1634.68,3.7857142857142856,48217,6B,48
1445,8847,4206.24,0.24,0.98,300.0,0.45,1.08,48.39,-110.46,Hill,0.0,0.0,Montana,0.98,74.87,1228.36,1626.11,3.7857142857142856,48217,6B,48
1446,8848,4219.86,0.24,0.98,294.0,0.45,1.08,48.4,-110.3,Hill,0.0,0.0,Montana,0.98,78.59,1224.39,1617.85,3.7857142857142856,48217,6B,48
1447,8849,4201.21,0.24,0.98,294.0,0.42,1.08,48.42,-110.13,Hill,0.0,0.0,Montana,0.98,84.11,1220.48,1609.7,3.7857142857142856,48217,6B,48
1448,8850,4174.03,0.24,0.98,294.0,0.39,1.07,48.43,-109.97,Hill,15.6,0.99,Montana,0.98,89.96,1216.57,1601.61,3.7857142857142856,48217,6B,48
1449,8851,4091.54,0.24,0.98,288.0,0.42,1.07,48.45,-109.81,Hill,12.88,0.99,Montana,0.98,96.99,1212.85,1593.78,3.7857142857142856,48217,6B,48
1450,8852,4127.28,0.24,0.98,300.0,0.48,1.07,48.46,-109.64,Hill,105.06,0.99,Montana,0.98,104.29,1209.1,1585.98,3.7857142857142856,48217,6B,48
1451,8853,4032.61,0.24,0.98,300.0,0.49,1.07,48.48,-109.48,Hill,240.9,0.99,Montana,0.98,111.36,1205.48,1578.4,3.7857142857142856,48217,6B,48
1631,9225,4167.2,0.24,0.98,300.0,0.4,1.08,48.26,-110.76,Hill,0.0,0.0,Montana,0.98,60.84,1227.09,1632.78,3.7857142857142856,48217,6B,48
1634,9228,4125.38,0.24,0.98,288.0,0.42,1.08,48.31,-110.27,Hill,0.0,0.0,Montana,0.98,73.73,1214.78,1607.36,3.7857142857142856,48217,6B,48
1635,9229,4144.32,0.24,0.98,282.0,0.38,1.08,48.32,-110.11,Hill,0.0,0.0,Montana,0.98,79.71,1210.74,1599.08,3.7857142857142856,48217,6B,48
1636,9230,4057.98,0.24,0.98,288.0,0.36,1.08,48.34,-109.94,Hill,5.02,0.99,Montana,0.98,86.96,1206.9,1591.05,3.7857142857142856,48217,6B,48
1637,9231,3755.7,0.24,0.98,294.0,0.44,1.07,48.35,-109.78,Hill,6.77,0.99,Montana,0.98,94.26,1203.08,1583.16,3.7857142857142856,48217,6B,48
1638,9232,3640.29,0.24,0.98,324.0,0.51,1.07,48.36,-109.62,Hill,29.0,0.99,Montana,0.98,101.74,1199.33,1575.37,3.7857142857142856,48217,6B,48
1831,9611,3858.53,0.24,0.98,294.0,0.48,1.07,48.25,-109.76,Hill,0.0,0.0,Montana,0.98,92.62,1193.34,1572.54,3.7857142857142856,48217,6B,48
1832,9612,3930.43,0.24,0.98,318.0,0.53,1.07,48.27,-109.6,Hill,0.0,0.0,Montana,0.98,99.89,1189.56,1564.72,3.7857142857142856,48217,6B,48
1878,9658,3750.82,0.24,0.96,288.0,0.5,1.05,48.73,-102.04,Ward,33.05,0.99,North Dakota,0.96,115.24,1113.2,1376.62,3.7857142857142856,48475,7B,48
2027,9992,4170.79,0.25,0.98,348.0,0.57,1.07,48.17,-109.57,Hill,0.0,0.0,Montana,0.98,93.73,1179.84,1554.13,3.7857142857142856,48217,6B,48
2072,10037,3994.5,0.24,0.96,294.0,0.53,1.05,48.63,-102.2,Ward,74.87,0.99,North Dakota,0.96,111.05,1102.43,1365.27,3.7857142857142856,48475,7B,48
2073,10038,3580.8,0.24,0.96,288.0,0.5,1.05,48.64,-102.03,Ward,49.23,0.99,North Dakota,0.96,108.12,1102.92,1365.74,3.7857142857142856,48475,7B,48
2074,10039,4047.09,0.24,0.96,282.0,0.5,1.05,48.64,-101.86,Ward,29.04,0.99,North Dakota,0.96,105.12,1103.53,1364.92,3.7857142857142856,48475,7B,48
2272,10419,4147.36,0.24,0.96,294.0,0.5,1.04,48.54,-101.86,Ward,57.98,0.99,North Dakota,0.96,97.96,1093.39,1354.1,3.7857142857142856,48475,7B,48
2476,10799,4144.16,0.24,0.96,294.0,0.51,1.04,48.45,-101.84,Ward,50.18,0.99,North Dakota,0.96,90.8,1083.16,1343.17,3.7857142857142856,48475,7B,48
2477,10800,4148.87,0.24,0.96,294.0,0.48,1.04,48.45,-101.68,Ward,108.32,0.99,North Dakota,0.96,87.88,1083.86,1341.65,3.7857142857142856,48475,7B,48
2478,10801,2962.52,0.24,0.96,288.0,0.48,1.04,48.46,-101.52,Ward,49.28,0.99,North Dakota,0.96,88.17,1084.26,1340.4,3.7857142857142856,48475,7B,48
2685,11179,3837.73,0.24,0.96,294.0,0.53,1.04,48.35,-101.84,Ward,44.53,0.99,North Dakota,0.96,83.64,1072.96,1332.23,3.7857142857142856,48475,7B,48
2686,11180,4153.5,0.24,0.96,294.0,0.5,1.04,48.35,-101.67,Ward,70.31,0.99,North Dakota,0.96,80.72,1073.63,1330.72,3.7857142857142856,48475,7B,48
2687,11181,3683.88,0.24,0.96,288.0,0.47,1.04,48.36,-101.51,Ward,89.61,0.99,North Dakota,0.96,77.8,1074.04,1329.46,3.7857142857142856,48475,7B,48
2688,11182,3807.0,0.24,0.96,288.0,0.48,1.04,48.37,-101.34,Ward,28.47,0.99,North Dakota,0.96,78.05,1074.56,1328.45,3.7857142857142856,48475,7B,48
2689,11183,4002.87,0.24,0.96,282.0,0.47,1.04,48.37,-101.18,Ward,46.92,0.99,North Dakota,0.96,76.1,1075.1,1327.58,3.7857142857142856,48475,7B,48
2690,11184,3963.43,0.24,0.96,294.0,0.46,1.04,48.38,-101.01,Ward,83.05,0.99,North Dakota,0.96,77.31,1075.76,1326.96,3.7857142857142856,48475,7B,48
2894,11559,2907.8,0.24,0.96,294.0,0.52,1.04,48.25,-101.82,Ward,137.49,0.99,North Dakota,0.96,76.55,1062.88,1321.41,3.7857142857142856,48475,7B,48
2895,11560,4004.04,0.24,0.96,288.0,0.53,1.04,48.26,-101.66,Ward,88.65,0.99,North Dakota,0.96,73.56,1063.53,1319.91,3.7857142857142856,48475,7B,48
2896,11561,4059.62,0.24,0.96,276.0,0.49,1.04,48.26,-101.5,Ward,103.49,0.99,North Dakota,0.96,70.6,1063.84,1318.54,3.7857142857142856,48475,7B,48
2897,11562,3858.69,0.24,0.96,264.0,0.47,1.04,48.27,-101.33,Ward,75.84,0.99,North Dakota,0.96,70.89,1064.36,1317.52,3.7857142857142856,48475,7B,48
2898,11563,4015.24,0.24,0.96,276.0,0.47,1.04,48.27,-101.17,Ward,65.58,0.99,North Dakota,0.96,68.94,1064.91,1316.66,3.7857142857142856,48475,7B,48
2899,11564,3905.45,0.24,0.96,288.0,0.45,1.04,48.28,-101.0,Ward,91.03,0.99,North Dakota,0.96,70.15,1065.68,1316.15,3.7857142857142856,48475,7B,48
3105,11939,3362.9,0.24,0.96,276.0,0.5,1.04,48.15,-101.82,Ward,159.1,0.99,North Dakota,0.96,69.39,1052.71,1310.48,3.7857142857142856,48475,7B,48
3106,11940,3402.18,0.24,0.96,294.0,0.53,1.04,48.16,-101.65,Ward,184.92,0.99,North Dakota,0.96,66.35,1053.35,1308.97,3.7857142857142856,48475,7B,48
3107,11941,4019.77,0.24,0.96,300.0,0.52,1.04,48.16,-101.49,Ward,92.96,0.99,North Dakota,0.96,63.44,1053.76,1307.71,3.7857142857142856,48475,7B,48
3108,11942,4027.42,0.24,0.96,276.0,0.49,1.04,48.17,-101.32,Ward,81.86,0.99,North Dakota,0.96,63.73,1054.19,1306.6,3.7857142857142856,48475,7B,48
3109,11943,3769.64,0.24,0.96,282.0,0.46,1.04,48.18,-101.16,Ward,81.98,0.99,North Dakota,0.96,61.27,1054.84,1305.85,3.7857142857142856,48475,7B,48
3326,12319,3320.55,0.24,0.95,300.0,0.49,1.04,48.06,-101.8,Ward,91.43,0.99,North Dakota,0.95,62.23,1042.56,1299.55,3.7857142857142856,48475,7B,48
3327,12320,3439.32,0.24,0.95,288.0,0.51,1.04,48.06,-101.64,Ward,217.48,0.99,North Dakota,0.95,59.2,1043.18,1298.04,3.7857142857142856,48475,7B,48
3328,12321,3435.75,0.24,0.95,282.0,0.53,1.04,48.07,-101.48,Ward,188.37,0.99,North Dakota,0.95,56.28,1043.6,1296.79,3.7857142857142856,48475,7B,48
3329,12322,3962.59,0.24,0.95,294.0,0.52,1.04,48.07,-101.31,Ward,72.18,0.99,North Dakota,0.95,56.57,1044.14,1295.78,3.7857142857142856,48475,7B,48
3330,12323,4085.09,0.24,0.95,300.0,0.47,1.04,48.08,-101.15,Ward,102.35,0.99,North Dakota,0.95,53.97,1044.69,1294.92,3.7857142857142856,48475,7B,48
3555,12699,3742.63,0.24,0.95,282.0,0.49,1.04,47.96,-101.8,Ward,50.67,0.99,North Dakota,0.95,55.07,1032.54,1288.73,3.7857142857142856,48475,7B,48
3556,12700,3456.1,0.24,0.95,288.0,0.51,1.04,47.96,-101.63,Ward,101.47,0.99,North Dakota,0.95,52.04,1033.14,1287.21,3.7857142857142856,48475,7B,48
3557,12701,3183.04,0.24,0.95,282.0,0.52,1.04,47.97,-101.47,Ward,173.3,0.99,North Dakota,0.95,49.12,1033.46,1285.86,3.7857142857142856,48475,7B,48
3558,12702,3258.18,0.24,0.95,324.0,0.54,1.04,47.98,-101.3,Ward,146.49,0.99,North Dakota,0.95,49.45,1034.0,1284.86,3.7857142857142856,48475,7B,48
3559,12703,4083.59,0.24,0.95,318.0,0.51,1.04,47.98,-101.14,Ward,66.63,0.99,North Dakota,0.95,46.77,1034.56,1284.01,3.7857142857142856,48475,7B,48
3560,12704,4029.28,0.24,0.95,294.0,0.49,1.04,47.99,-100.98,Ward,55.09,0.99,North Dakota,0.95,48.76,1035.36,1283.52,3.7857142857142856,48475,7B,48
3789,13079,3842.45,0.24,0.95,276.0,0.52,1.04,47.86,-101.78,Ward,41.8,0.99,North Dakota,0.95,49.32,1022.44,1277.8,3.7857142857142856,48475,7B,48
3790,13080,3567.06,0.24,0.95,288.0,0.53,1.04,47.87,-101.62,Ward,60.34,0.99,North Dakota,0.95,44.94,1023.01,1276.29,3.7857142857142856,48475,7B,48
3791,13081,3487.49,0.24,0.95,288.0,0.51,1.04,47.87,-101.46,Ward,96.26,0.99,North Dakota,0.95,42.08,1023.44,1275.04,3.7857142857142856,48475,7B,48
3792,13082,3374.11,0.24,0.95,294.0,0.53,1.04,47.88,-101.3,Ward,67.21,0.99,North Dakota,0.95,42.29,1023.88,1273.94,3.7857142857142856,48475,7B,48
3793,13083,3461.91,0.24,0.95,294.0,0.53,1.04,47.88,-101.13,Ward,56.03,0.99,North Dakota,0.95,39.56,1024.56,1273.2,3.7857142857142856,48475,7B,48
3794,13084,3191.36,0.24,0.95,288.0,0.54,1.04,47.89,-100.97,Ward,88.57,0.99,North Dakota,0.95,41.59,1025.25,1272.61,3.7857142857142856,48475,7B,48
9404,21087,3284.03,0.25,0.99,276.0,0.48,1.05,45.91,-97.17,Roberts,0.0,0.0,South Dakota,0.99,78.05,851.04,1105.36,3.7857142857142856,48393,4B,48
9405,21088,3236.64,0.24,0.99,288.0,0.49,1.05,45.91,-97.01,Roberts,0.0,0.0,South Dakota,0.99,77.21,846.8,1110.94,3.7857142857142856,48393,4B,48
9406,21089,3374.08,0.24,0.99,276.0,0.5,1.05,45.91,-96.86,Roberts,0.0,0.0,South Dakota,0.99,79.76,842.69,1116.76,3.7857142857142856,48393,4B,48
9407,21090,3864.57,0.24,1.0,288.0,0.5,1.06,45.91,-96.7,Roberts,0.0,0.0,South Dakota,1.0,82.5,838.72,1122.79,3.7857142857142856,48393,4B,48
9694,21467,3359.64,0.25,0.99,288.0,0.48,1.05,45.81,-97.17,Roberts,0.0,0.0,South Dakota,0.99,70.56,842.17,1095.18,3.7857142857142856,48393,4B,48
9695,21468,3340.79,0.25,0.99,288.0,0.48,1.05,45.82,-97.01,Roberts,0.0,0.0,South Dakota,0.99,69.87,837.91,1100.77,3.7857142857142856,48393,4B,48
9696,21469,3272.48,0.25,1.0,288.0,0.48,1.05,45.82,-96.85,Roberts,0.0,0.0,South Dakota,1.0,72.51,833.75,1106.65,3.7857142857142856,48393,4B,48
9697,21470,3412.36,0.24,1.0,288.0,0.49,1.06,45.82,-96.7,Roberts,0.0,0.0,South Dakota,1.0,75.34,829.74,1112.74,3.7857142857142856,48393,4B,48
9985,21847,3665.73,0.25,0.99,300.0,0.52,1.05,45.72,-97.17,Roberts,0.0,0.0,South Dakota,0.99,63.36,833.24,1084.9,3.7857142857142856,48393,4B,48
