location,value
48003,0.0037857142857142855
48005,0.0037857142857142855
48007,0.0037857142857142855
48009,0.0037857142857142855
48013,0.0037857142857142855
48015,0.0037857142857142855
48017,0.0037857142857142855
48019,0.0037857142857142855
48021,0.0037857142857142855
48023,0.0037857142857142855
48025,0.0037857142857142855
48029,0.0037857142857142855
48031,0.0037857142857142855
48033,0.0037857142857142855
48035,0.0037857142857142855
48037,0.0037857142857142855
48039,0.0037857142857142855
48041,0.0037857142857142855
48043,0.0037857142857142855
48045,0.0037857142857142855
48051,0.0037857142857142855
48053,0.0037857142857142855
48059,0.0037857142857142855
48063,0.0037857142857142855
48065,0.0037857142857142855
48069,0.0037857142857142855
48075,0.0037857142857142855
48079,0.0037857142857142855
48081,0.0037857142857142855
48083,0.0037857142857142855
48085,0.0037857142857142855
48087,0.0037857142857142855
48089,0.0037857142857142855
48091,0.0037857142857142855
48093,0.0037857142857142855
48095,0.0037857142857142855
48097,0.0037857142857142855
48099,0.0037857142857142855
48101,0.0037857142857142855
48103,0.0037857142857142855
48107,0.0037857142857142855
48109,0.0037857142857142855
48111,0.0037857142857142855
48117,0.0037857142857142855
48121,0.0037857142857142855
48123,0.0037857142857142855
48125,0.0037857142857142855
48127,0.0037857142857142855
48129,0.0037857142857142855
48133,0.0037857142857142855
48135,0.0037857142857142855
48139,0.0037857142857142855
48141,0.0037857142857142855
48143,0.0037857142857142855
48145,0.0037857142857142855
48151,0.0037857142857142855
48155,0.0037857142857142855
48157,0.0037857142857142855
48161,0.0037857142857142855
48163,0.0037857142857142855
48165,0.0037857142857142855
48167,0.0037857142857142855
48169,0.0037857142857142855
48171,0.0037857142857142855
48173,0.0037857142857142855
48175,0.0037857142857142855
48177,0.0037857142857142855
48183,0.0037857142857142855
48185,0.0037857142857142855
48187,0.0037857142857142855
48195,0.0037857142857142855
48205,0.0037857142857142855
48207,0.0037857142857142855
48209,0.0037857142857142855
48211,0.0037857142857142855
48215,0.0037857142857142855
48217,0.0037857142857142855
48219,0.0037857142857142855
48221,0.0037857142857142855
48229,0.0037857142857142855
48231,0.0037857142857142855
48233,0.0037857142857142855
48235,0.0037857142857142855
48237,0.0037857142857142855
48247,0.0037857142857142855
48249,0.0037857142857142855
48255,0.0037857142857142855
48257,0.0037857142857142855
48261,0.0037857142857142855
48265,0.0037857142857142855
48267,0.0037857142857142855
48269,0.0037857142857142855
48271,0.0037857142857142855
48273,0.0037857142857142855
48279,0.0037857142857142855
48281,0.0037857142857142855
48285,0.0037857142857142855
48295,0.0037857142857142855
48297,0.0037857142857142855
48299,0.0037857142857142855
48301,0.0037857142857142855
48303,0.0037857142857142855
48305,0.0037857142857142855
48307,0.0037857142857142855
48309,0.0037857142857142855
48311,0.0037857142857142855
48321,0.0037857142857142855
48323,0.0037857142857142855
48331,0.0037857142857142855
48333,0.0037857142857142855
48337,0.0037857142857142855
48345,0.0037857142857142855
48347,0.0037857142857142855
48349,0.0037857142857142855
48353,0.0037857142857142855
48355,0.0037857142857142855
48357,0.0037857142857142855
48363,0.0037857142857142855
48367,0.0037857142857142855
48369,0.0037857142857142855
48371,0.0037857142857142855
48377,0.0037857142857142855
48379,0.0037857142857142855
48381,0.0037857142857142855
48383,0.0037857142857142855
48385,0.0037857142857142855
48387,0.0037857142857142855
48389,0.0037857142857142855
48391,0.0037857142857142855
48393,0.0037857142857142855
48397,0.0037857142857142855
48399,0.0037857142857142855
48401,0.0037857142857142855
48403,0.0037857142857142855
48405,0.0037857142857142855
48407,0.0037857142857142855
48409,0.0037857142857142855
48411,0.0037857142857142855
48413,0.0037857142857142855
48415,0.0037857142857142855
48417,0.0037857142857142855
48425,0.0037857142857142855
48427,0.0037857142857142855
48431,0.0037857142857142855
48433,0.0037857142857142855
48435,0.0037857142857142855
48437,0.0037857142857142855
48439,0.0037857142857142855
48445,0.0037857142857142855
48447,0.0037857142857142855
48449,0.0037857142857142855
48451,0.0037857142857142855
48453,0.0037857142857142855
48455,0.0037857142857142855
48461,0.0037857142857142855
48463,0.0037857142857142855
48465,0.0037857142857142855
48467,0.0037857142857142855
48469,0.0037857142857142855
48473,0.0037857142857142855
48475,0.0037857142857142855
48479,0.0037857142857142855
48481,0.0037857142857142855
48485,0.0037857142857142855
48487,0.0037857142857142855
48489,0.0037857142857142855
48495,0.0037857142857142855
48501,0.0037857142857142855
48503,0.0037857142857142855
48505,0.0037857142857142855
48507,0.0037857142857142855
