hour,location,value
0,48003,162.6042
0,48005,168.7114
0,48007,168.7114
0,48009,162.6042
0,48013,168.7114
0,48015,168.7114
0,48017,160.31400000000002
0,48019,168.7114
0,48021,168.7114
0,48023,162.6042
0,48025,168.7114
0,48029,168.7114
0,48031,162.6042
0,48033,162.6042
0,48035,168.7114
0,48037,162.6042
0,48039,168.7114
0,48041,168.7114
0,48043,162.6042
0,48045,160.31400000000002
0,48051,168.7114
0,48053,162.6042
0,48059,162.6042
0,48063,162.6042
0,48065,160.31400000000002
0,48069,160.31400000000002
0,48075,162.6042
0,48079,160.31400000000002
0,48081,162.6042
0,48083,162.6042
0,48085,162.6042
0,48087,162.6042
0,48089,168.7114
0,48091,168.7114
0,48093,162.6042
0,48095,162.6042
0,48097,162.6042
0,48099,168.7114
0,48101,162.6042
0,48103,162.6042
0,48107,162.6042
0,48109,162.6042
0,48111,160.31400000000002
0,48117,160.31400000000002
0,48121,162.6042
0,48123,168.7114
0,48125,162.6042
0,48127,168.7114
0,48129,160.31400000000002
0,48133,162.6042
0,48135,162.6042
0,48139,162.6042
0,48141,164.131
0,48143,162.6042
0,48145,168.7114
0,48151,162.6042
0,48155,162.6042
0,48157,168.7114
0,48161,168.7114
0,48163,168.7114
0,48165,162.6042
0,48167,168.7114
0,48169,162.6042
0,48171,162.6042
0,48173,162.6042
0,48175,168.7114
0,48177,168.7114
0,48183,162.6042
0,48185,168.7114
0,48187,160.31400000000002
0,48195,160.31400000000002
0,48205,160.31400000000002
0,48207,162.6042
0,48209,168.7114
0,48211,162.6042
0,48215,162.6042
0,48217,164.131
0,48219,160.31400000000002
0,48221,162.6042
0,48229,162.6042
0,48231,162.6042
0,48233,160.31400000000002
0,48235,162.6042
0,48237,162.6042
0,48247,168.7114
0,48249,168.7114
0,48255,168.7114
0,48257,162.6042
0,48261,168.7114
0,48265,162.6042
0,48267,162.6042
0,48269,162.6042
0,48271,168.7114
0,48273,168.7114
0,48279,160.31400000000002
0,48281,162.6042
0,48285,168.7114
0,48295,160.31400000000002
0,48297,168.7114
0,48299,162.6042
0,48301,162.6042
0,48303,162.6042
0,48305,162.6042
0,48307,162.6042
0,48309,168.7114
0,48311,168.7114
0,48321,168.7114
0,48323,168.7114
0,48331,168.7114
0,48333,161.8408
0,48337,162.6042
0,48345,162.6042
0,48347,162.6042
0,48349,162.6042
0,48353,162.6042
0,48355,168.7114
0,48357,160.31400000000002
0,48363,162.6042
0,48367,162.6042
0,48369,160.31400000000002
0,48371,162.6042
0,48377,162.6042
0,48379,162.6042
0,48381,160.31400000000002
0,48383,162.6042
0,48385,168.7114
0,48387,162.6042
0,48389,162.6042
0,48391,168.7114
0,48393,160.31400000000002
0,48397,162.6042
0,48399,162.6042
0,48401,164.131
0,48403,166.42120000000003
0,48405,162.6042
0,48407,168.7114
0,48409,168.7114
0,48411,162.6042
0,48413,162.6042
0,48415,162.6042
0,48417,162.6042
0,48425,162.6042
0,48427,168.7114
0,48431,162.6042
0,48433,162.6042
0,48435,162.6042
0,48437,160.31400000000002
0,48439,162.6042
0,48445,162.6042
0,48447,162.6042
0,48449,162.6042
0,48451,162.6042
0,48453,168.7114
0,48455,162.6042
0,48461,162.6042
0,48463,168.7114
0,48465,168.7114
0,48467,162.6042
0,48469,168.7114
0,48473,168.7114
0,48475,183.216
0,48479,168.7114
0,48481,168.7114
0,48485,162.6042
0,48487,162.6042
0,48489,168.7114
0,48495,162.6042
0,48501,160.31400000000002
0,48503,162.6042
0,48505,168.7114
0,48507,168.7114
1,48003,118.12979999999999
1,48005,122.5666
1,48007,122.5666
1,48009,118.12979999999999
1,48013,122.5666
1,48015,122.5666
1,48017,116.46600000000001
1,48019,122.5666
1,48021,122.5666
1,48023,118.12979999999999
1,48025,122.5666
1,48029,122.5666
1,48031,118.12979999999999
1,48033,118.12979999999999
1,48035,122.5666
1,48037,118.12979999999999
1,48039,122.5666
1,48041,122.5666
1,48043,118.12979999999999
1,48045,116.46600000000001
1,48051,122.5666
1,48053,118.12979999999999
1,48059,118.12979999999999
1,48063,118.12979999999999
1,48065,116.46600000000001
1,48069,116.46600000000001
1,48075,118.12979999999999
1,48079,116.46600000000001
1,48081,118.12979999999999
1,48083,118.12979999999999
1,48085,118.12979999999999
1,48087,118.12979999999999
1,48089,122.5666
1,48091,122.5666
1,48093,118.12979999999999
1,48095,118.12979999999999
1,48097,118.12979999999999
1,48099,122.5666
1,48101,118.12979999999999
1,48103,118.12979999999999
1,48107,118.12979999999999
1,48109,118.12979999999999
1,48111,116.46600000000001
1,48117,116.46600000000001
1,48121,118.12979999999999
1,48123,122.5666
1,48125,118.12979999999999
1,48127,122.5666
1,48129,116.46600000000001
1,48133,118.12979999999999
1,48135,118.12979999999999
1,48139,118.12979999999999
1,48141,119.23899999999999
1,48143,118.12979999999999
1,48145,122.5666
1,48151,118.12979999999999
1,48155,118.12979999999999
1,48157,122.5666
1,48161,122.5666
1,48163,122.5666
1,48165,118.12979999999999
1,48167,122.5666
1,48169,118.12979999999999
1,48171,118.12979999999999
1,48173,118.12979999999999
1,48175,122.5666
1,48177,122.5666
1,48183,118.12979999999999
1,48185,122.5666
1,48187,116.46600000000001
1,48195,116.46600000000001
1,48205,116.46600000000001
1,48207,118.12979999999999
1,48209,122.5666
1,48211,118.12979999999999
1,48215,118.12979999999999
1,48217,119.23899999999999
1,48219,116.46600000000001
1,48221,118.12979999999999
1,48229,118.12979999999999
1,48231,118.12979999999999
1,48233,116.46600000000001
1,48235,118.12979999999999
1,48237,118.12979999999999
1,48247,122.5666
1,48249,122.5666
1,48255,122.5666
1,48257,118.12979999999999
1,48261,122.5666
1,48265,118.12979999999999
1,48267,118.12979999999999
1,48269,118.12979999999999
1,48271,122.5666
1,48273,122.5666
1,48279,116.46600000000001
1,48281,118.12979999999999
1,48285,122.5666
1,48295,116.46600000000001
1,48297,122.5666
1,48299,118.12979999999999
1,48301,118.12979999999999
1,48303,118.12979999999999
1,48305,118.12979999999999
1,48307,118.12979999999999
1,48309,122.5666
1,48311,122.5666
1,48321,122.5666
1,48323,122.5666
1,48331,122.5666
1,48333,117.57520000000001
1,48337,118.12979999999999
1,48345,118.12979999999999
1,48347,118.12979999999999
1,48349,118.12979999999999
1,48353,118.12979999999999
1,48355,122.5666
1,48357,116.46600000000001
1,48363,118.12979999999999
1,48367,118.12979999999999
1,48369,116.46600000000001
1,48371,118.12979999999999
1,48377,118.12979999999999
1,48379,118.12979999999999
1,48381,116.46600000000001
1,48383,118.12979999999999
1,48385,122.5666
1,48387,118.12979999999999
1,48389,118.12979999999999
1,48391,122.5666
1,48393,116.46600000000001
1,48397,118.12979999999999
1,48399,118.12979999999999
1,48401,119.23899999999999
