hour,location,value
29,48023,0.0
30,48023,0.0
31,48023,504.2104259999996
32,48023,1706.7016019999999
33,48023,2473.879386
34,48023,2914.9859220000003
35,48023,2940.0205800000003
36,48023,2904.434124
37,48023,2964.84834
38,48023,3016.159044
39,48023,2980.1587919999997
40,48023,2972.08977
41,48023,2503.2589020000005
42,48023,1110.6284639999997
43,48023,8.689715999999999
44,48023,0.0
45,48023,0.0
46,48023,0.0
47,48023,0.0
48,48023,0.0
49,48023,0.0
50,48023,0.0
51,48023,0.0
52,48023,0.0
53,48023,0.0
54,48023,31.241597999999584
55,48023,1109.800872
56,48023,2519.190048
57,48023,2902.1582459999995
58,48023,2980.7794860000004
59,48023,2969.193198
60,48023,2962.77936
61,48023,2939.813682
62,48023,2947.2620100000004
63,48023,2919.123882
64,48023,2874.227016
65,48023,2606.707902
66,48023,1875.53037
67,48023,485.3827079999996
68,48023,0.0
69,48023,0.0
70,48023,0.0
71,48023,0.0
72,48023,0.0
73,48023,0.0
74,48023,0.0
75,48023,0.0
76,48023,0.0
77,48023,0.0
78,48023,0.0
79,48023,98.48344800000001
80,48023,1332.836916
81,48023,2488.155348
82,48023,2682.639468
83,48023,2552.293728
84,48023,2434.3618680000004
85,48023,2411.603088
86,48023,2541.948828
87,48023,2611.880352
88,48023,2376.844224
89,48023,1000.972524
90,48023,1.241388
91,48023,0.0
92,48023,0.0
93,48023,0.0
94,48023,0.0
95,48023,0.0
0,48025,0.0
1,48025,0.0
2,48025,0.0
3,48025,0.0
4,48025,0.0
5,48025,0.0
6,48025,0.0
7,48025,0.0
8,48025,639.7916489999997
9,48025,1863.8396280000004
10,48025,2276.328726
11,48025,2015.3746620000002
12,48025,2104.9743960000005
13,48025,2128.50981
14,48025,2210.6773080000003
15,48025,2130.161418
16,48025,1952.6135580000002
17,48025,812.797587
18,48025,0.0
19,48025,0.0
20,48025,0.0
21,48025,0.0
22,48025,0.0
23,48025,0.0
24,48025,0.0
25,48025,0.0
26,48025,0.0
27,48025,0.0
28,48025,0.0
29,48025,0.0
30,48025,0.0
31,48025,223.586433
32,48025,1491.6084749999998
33,48025,1756.2786570000003
34,48025,1766.188305
35,48025,2132.2259280000003
36,48025,2215.8385830000007
37,48025,2256.922332
38,48025,2382.031638
39,48025,2311.218945
40,48025,2081.645433
41,48025,1705.28526
42,48025,635.86908
43,48025,0.0
44,48025,0.0
45,48025,0.0
46,48025,0.0
47,48025,0.0
48,48025,0.0
49,48025,0.0
50,48025,0.0
51,48025,0.0
52,48025,0.0
53,48025,0.0
54,48025,26.838630000000002
55,48025,1250.6801580000001
56,48025,2567.837538
57,48025,2937.3848280000007
58,48025,3035.4490530000003
59,48025,3064.145742
60,48025,3037.3071120000004
61,48025,3026.1587580000005
62,48025,3015.216855
63,48025,3007.3717170000004
64,48025,2896.3010790000003
65,48025,2505.902238
66,48025,1555.195383
67,48025,158.760819
68,48025,0.0
69,48025,0.0
70,48025,0.0
71,48025,0.0
72,48025,0.0
73,48025,0.0
74,48025,0.0
75,48025,0.0
76,48025,0.0
77,48025,0.0
78,48025,0.0
79,48025,187.04460600000002
80,48025,1659.040236
81,48025,2443.5540360000005
82,48025,2631.0115440000004
83,48025,2418.7799160000004
84,48025,2244.535272
85,48025,2196.2257380000005
86,48025,2232.974016
87,48025,2232.561114
88,48025,1949.7232440000002
89,48025,846.8620020000001
90,48025,0.0
91,48025,0.0
92,48025,0.0
93,48025,0.0
94,48025,0.0
95,48025,0.0
0,48029,0.0
1,48029,0.0
2,48029,0.0
3,48029,0.0
4,48029,0.0
5,48029,0.0
6,48029,0.0
7,48029,0.0
8,48029,503.522916
9,48029,1694.7049599999998
10,48029,1867.841885
11,48029,2133.454297
12,48029,2076.4209570000003
13,48029,2061.1441695
14,48029,2222.2633550000005
15,48029,2361.3839665
16,48029,2247.5209769999997
17,48029,893.386533
18,48029,0.0
19,48029,0.0
20,48029,0.0
21,48029,0.0
22,48029,0.0
23,48029,0.0
24,48029,0.0
25,48029,0.0
26,48029,0.0
27,48029,0.0
28,48029,0.0
29,48029,0.0
30,48029,0.0
31,48029,329.3675385
32,48029,1481.237316
33,48029,1809.7900925
34,48029,1954.4103475
35,48029,2207.8013294999996
36,48029,2407.4180195
37,48029,2312.9056275
38,48029,2269.3158605000003
39,48029,2357.3101565
40,48029,2184.5806125
41,48029,1718.5367485
42,48029,737.35961
43,48029,0.0
44,48029,0.0
45,48029,0.0
46,48029,0.0
47,48029,0.0
48,48029,0.0
49,48029,0.0
50,48029,0.0
51,48029,0.0
52,48029,0.0
53,48029,0.0
54,48029,30.349884499999998
55,48029,1233.3459774999997
56,48029,2502.1341020000004
57,48029,2890.1645045
58,48029,3000.1573745
59,48029,3012.3788044999997
60,48029,3015.434162
61,48029,2996.287255
62,48029,2975.103443
63,48029,2921.5328415
64,48029,2828.0389020000002
65,48029,2523.5216045
66,48029,1658.2443605
67,48029,290.462653
68,48029,0.0
69,48029,0.0
70,48029,0.0
71,48029,0.0
72,48029,0.0
73,48029,0.0
74,48029,0.0
75,48029,0.0
76,48029,0.0
77,48029,0.0
78,48029,0.0
79,48029,138.50954000000002
80,48029,1395.687306
81,48029,1914.6906999999999
82,48029,2266.667884
83,48029,2290.703363
84,48029,2285.4074100000003
85,48029,2379.512421
86,48029,2415.361949
87,48029,2312.294556
88,48029,2162.378348
89,48029,935.754157
90,48029,2.444286
91,48029,0.0
92,48029,0.0
93,48029,0.0
94,48029,0.0
95,48029,0.0
0,48031,0.0
1,48031,0.0
2,48031,0.0
3,48031,0.0
4,48031,0.0
5,48031,0.0
6,48031,0.0
7,48031,0.0
8,48031,522.5060075
9,48031,1862.7418415
10,48031,2267.961364
11,48031,2191.7779805
12,48031,2310.015437
13,48031,2325.3366444999997
14,48031,2427.724576
15,48031,2506.3382199999996
16,48031,2262.255535
17,48031,856.719658
18,48031,0.0
19,48031,0.0
20,48031,0.0
21,48031,0.0
22,48031,0.0
23,48031,0.0
24,48031,0.0
25,48031,0.0
26,48031,0.0
27,48031,0.0
28,48031,0.0
29,48031,0.0
30,48031,0.0
31,48031,337.066565
32,48031,1509.2974339999998
33,48031,1838.4392364999999
34,48031,2341.925814
35,48031,2445.687371
36,48031,2352.9148179999997
37,48031,2517.4328875
38,48031,2473.371208
39,48031,2434.0643860000005
40,48031,2212.2766995
41,48031,1978.5490375
42,48031,776.415398
43,48031,0.0
44,48031,0.0
45,48031,0.0
46,48031,0.0
47,48031,0.0
48,48031,0.0
49,48031,0.0
50,48031,0.0
51,48031,0.0
52,48031,0.0
53,48031,0.0
54,48031,54.94502
55,48031,1374.7877985
56,48031,2624.3643494999997
57,48031,3022.821408
58,48031,3107.0352175000003
59,48031,3120.665809
60,48031,3107.4578715000002
61,48031,3068.3623764999998
62,48031,3027.5762655
63,48031,3002.95667
64,48031,2909.550136
65,48031,2663.7768349999997
66,48031,1749.6818965
67,48031,298.49938749999995
68,48031,0.0
69,48031,0.0
70,48031,0.0
71,48031,0.0
72,48031,0.0
73,48031,0.0
74,48031,0.0
75,48031,0.0
76,48031,0.0
77,48031,0.0
78,48031,0.0
79,48031,117.07515799999999
80,48031,1403.633934
81,48031,2551.984852
82,48031,2687.234132
83,48031,2542.052483
84,48031,2377.006096
85,48031,2399.8294120000005
86,48031,2429.837846
87,48031,2406.380549
88,48031,2205.6198990000003
89,48031,1018.807467
90,48031,0.0
91,48031,0.0
92,48031,0.0
93,48031,0.0
94,48031,0.0
95,48031,0.0
0,48033,0.0
1,48033,0.0
2,48033,0.0
3,48033,0.0
4,48033,0.0
5,48033,0.0
6,48033,0.0
7,48033,0.0
8,48033,94.8177995
9,48033,1714.322709
10,48033,2524.6031025
11,48033,2488.2809165000003
12,48033,2327.5763610000004
13,48033,2276.4718900000003
14,48033,2398.9536800000005
15,48033,2542.1306690000006
16,48033,2398.1089780000007
17,48033,1004.3506780000001
18,48033,0.0
19,48033,0.0
20,48033,0.0
21,48033,0.0
22,48033,0.0
23,48033,0.0
24,48033,0.0
25,48033,0.0
26,48033,0.0
27,48033,0.0
28,48033,0.0
29,48033,0.0
30,48033,0.0
31,48033,451.91557
32,48033,2072.898708
33,48033,2880.2226445000006
34,48033,3101.5345685
35,48033,3134.9002975
36,48033,3123.707996
37,48033,3073.870578
38,48033,3022.5549315000003
39,48033,2997.2138715
40,48033,2940.6188375
41,48033,2637.5819950000005
42,48033,1316.045716
43,48033,61.874421500000004
44,48033,0.0
45,48033,0.0
46,48033,0.0
47,48033,0.0
48,48033,0.0
49,48033,0.0
50,48033,0.0
51,48033,0.0
52,48033,0.0
53,48033,0.0
54,48033,8.44702
55,48033,1145.6270875
56,48033,2545.7206525
57,48033,3043.461306
58,48033,3146.51495
59,48033,3138.2791055000002
60,48033,3119.062135
61,48033,3097.7334095
62,48033,3088.6528630000003
63,48033,3084.2181775000004
